invoice_id,transaction_id,supplier_id,buyer_id,carrier,has_shipment,invoice_amount,transaction_amount,amount_deviation_ratio,amount_to_supplier_avg_ratio,time_invoice_to_payment_hours,time_shipment_to_payment_hours,supplier_fraud_history,buyer_fraud_history,supplier_tx_volume,buyer_tx_volume,is_round_amount,tx_hour,is_weekend,is_night_tx,fraud_type,is_fraud
INV-SYN-11003,TXN-SYN-11003,SUPP-PACIFIC-08,BUYER-OMEGA-01,FedEx International,1,62869.94,62671.26,-0.0032,0.8356,778.67,688.81,0,0,185,255,0,17,0,0,NORMAL,0
INV-SYN-11004,TXN-SYN-11004,SUPP-IND-05,BUYER-GLOBAL-05,Kuehne+Nagel Logistics,1,187928.93,188403.59,0.0025,1.1775,364.17,257.74,1,0,161,206,0,16,1,0,NORMAL,0
INV-SYN-11005,TXN-SYN-11005,SUPP-IND-05,BUYER-VORTEX-02,DHL Global Express,1,175739.42,175202.85,-0.0031,1.095,791.63,690.83,1,0,162,239,0,10,0,0,NORMAL,0
INV-SYN-11006,TXN-SYN-11006,SUPP-TITAN-03,BUYER-APEX-06,Kuehne+Nagel Logistics,1,342663.53,339668.15,-0.0087,1.2131,724.14,604.27,1,0,182,234,0,22,1,0,NORMAL,0
INV-SYN-11007,TXN-SYN-11007,SUPP-GLOBAL-01,BUYER-OMEGA-01,Maersk Ocean Freight,1,139055.15,137155.54,-0.0137,1.143,400.43,347.17,0,0,147,256,0,17,0,0,NORMAL,0
INV-SYN-11008,TXN-SYN-11008,SUPP-NEXUS-02,BUYER-APEX-06,DB Schenker,1,107303.0,106290.14,-0.0094,1.2505,477.3,407.33,0,0,134,235,0,6,0,0,NORMAL,0
INV-SYN-11009,TXN-SYN-11009,SUPP-TITAN-03,BUYER-OMEGA-01,Maersk Ocean Freight,1,242533.54,242680.35,0.0006,0.8667,676.15,541.38,1,0,183,257,0,4,0,1,NORMAL,0
INV-SYN-11010,TXN-SYN-11010,SUPP-IND-05,BUYER-APEX-06,Maersk Ocean Freight,1,212695.76,211019.5,-0.0079,1.3189,889.75,735.68,1,0,163,236,0,23,1,1,NORMAL,0
INV-SYN-11011,TXN-SYN-11011,SUPP-IND-05,BUYER-STEEL-03,Unregistered Logistics,1,450000.0,450000.0,0.0,2.8125,50.37,5.71,1,1,164,32,1,1,1,1,OFF_HOURS_ROUND_SUM,1
INV-SYN-11012,TXN-SYN-11012,SUPP-PREC-04,BUYER-APEX-06,FedEx International,1,144287.45,144156.51,-0.0009,1.5174,738.37,605.82,0,0,160,237,0,15,0,0,NORMAL,0
INV-SYN-11013,TXN-SYN-11013,SUPP-IND-05,BUYER-OMEGA-01,Maersk Ocean Freight,1,132432.49,132692.65,0.002,0.8293,789.38,605.89,1,0,165,258,0,23,0,1,NORMAL,0
INV-SYN-11014,TXN-SYN-11014,SUPP-NEXUS-02,BUYER-APEX-06,DB Schenker,1,121889.23,122932.04,0.0086,1.4463,809.65,770.11,0,0,135,238,0,14,1,0,NORMAL,0
INV-SYN-11015,TXN-SYN-11015,SUPP-PACIFIC-08,BUYER-APEX-06,FedEx International,1,78710.83,79175.47,0.0059,1.0557,683.31,514.66,0,0,186,239,0,21,1,0,NORMAL,0
INV-SYN-11016,TXN-SYN-11016,SUPP-PACIFIC-08,BUYER-VORTEX-02,Maersk Ocean Freight,1,62785.91,63295.37,0.0081,0.8439,499.33,319.59,0,0,187,240,0,18,1,0,NORMAL,0
INV-SYN-11017,TXN-SYN-11017,SUPP-GLOBAL-01,BUYER-OMEGA-01,DB Schenker,1,105483.42,104833.16,-0.0062,0.8736,580.42,506.19,0,0,148,259,0,7,1,0,NORMAL,0
INV-SYN-11018,TXN-SYN-11018,SUPP-NEXUS-02,BUYER-VORTEX-02,DB Schenker,1,78192.62,77802.16,-0.005,0.9153,796.07,742.73,0,0,136,241,0,19,0,0,NORMAL,0
INV-SYN-11019,TXN-SYN-11019,SUPP-TITAN-03,BUYER-STEEL-03,DB Schenker,1,309691.62,660983.23,1.1343,2.3607,565.4,478.39,1,1,184,33,0,14,0,0,AMOUNT_INFLATION,1
INV-SYN-11020,TXN-SYN-11020,SUPP-PREC-04,BUYER-OMEGA-01,DB Schenker,1,107417.34,108354.8,0.0087,1.1406,486.39,312.59,0,0,161,260,0,10,0,0,NORMAL,0
INV-SYN-11021,TXN-SYN-11021,SUPP-IND-05,BUYER-OMEGA-01,Kuehne+Nagel Logistics,1,137052.0,137714.32,0.0048,0.8607,782.31,736.98,1,0,166,261,0,17,1,0,NORMAL,0
INV-SYN-11022,TXN-SYN-11022,SUPP-PACIFIC-08,BUYER-OMEGA-01,Kuehne+Nagel Logistics,1,74543.35,74655.07,0.0015,0.9954,612.96,497.15,0,0,188,262,0,2,0,1,NORMAL,0
INV-SYN-11023,TXN-SYN-11023,SUPP-GLOBAL-01,BUYER-OMEGA-01,DHL Global Express,1,184268.11,182033.85,-0.0121,1.5169,837.93,673.2,0,0,149,263,0,1,0,1,NORMAL,0
INV-SYN-11024,TXN-SYN-11024,SUPP-TITAN-03,BUYER-APEX-06,Kuehne+Nagel Logistics,1,400928.02,394616.81,-0.0157,1.4093,439.97,366.05,1,0,185,240,0,4,0,1,NORMAL,0
INV-SYN-11025,TXN-SYN-11025,SUPP-GLOBAL-01,BUYER-GLOBAL-05,Kuehne+Nagel Logistics,1,133089.71,130723.65,-0.0178,1.0894,867.78,691.5,0,0,150,207,0,4,0,1,NORMAL,0
INV-SYN-11026,TXN-SYN-11026,SUPP-TITAN-03,BUYER-GLOBAL-05,Maersk Ocean Freight,1,282660.24,280777.77,-0.0067,1.0028,739.77,580.94,1,0,186,208,0,14,0,0,NORMAL,0
INV-SYN-11027,TXN-SYN-11027,SUPP-IND-05,BUYER-OMEGA-01,FedEx International,1,164801.25,162237.06,-0.0156,1.014,849.1,768.1,1,0,167,264,0,19,0,0,NORMAL,0
INV-SYN-11028,TXN-SYN-11028,SUPP-IND-05,BUYER-GLOBAL-05,DB Schenker,1,184540.72,182547.66,-0.0108,1.1409,768.01,620.34,1,0,168,209,0,18,1,0,NORMAL,0
INV-SYN-11029,TXN-SYN-11029,SUPP-PREC-04,BUYER-APEX-06,FedEx International,1,70708.68,69622.12,-0.0154,0.7329,489.53,327.92,0,0,162,241,0,7,0,0,NORMAL,0
INV-SYN-11030,TXN-SYN-11030,SUPP-TITAN-03,BUYER-APEX-06,DB Schenker,1,261983.64,258535.29,-0.0132,0.9233,590.52,421.77,1,0,187,242,0,21,0,0,NORMAL,0
INV-SYN-11031,TXN-SYN-11031,SUPP-SUSP-06,BUYER-QUICK-04,None,0,404772.33,404772.33,0.0,1.0379,3.4,-1.0,6,5,19,43,0,0,0,1,RAPID_GHOST_SETTLEMENT,1
INV-SYN-11032,TXN-SYN-11032,SUPP-IND-05,BUYER-GLOBAL-05,FedEx International,1,175968.92,174444.92,-0.0087,1.0903,942.94,762.47,1,0,169,210,0,5,0,1,NORMAL,0
INV-SYN-11033,TXN-SYN-11033,SUPP-PREC-04,BUYER-VORTEX-02,DHL Global Express,1,110370.9,109421.29,-0.0086,1.1518,585.74,445.42,0,0,163,242,0,2,0,1,NORMAL,0
INV-SYN-11034,TXN-SYN-11034,SUPP-TITAN-03,BUYER-VORTEX-02,DHL Global Express,1,246176.95,243308.86,-0.0117,0.869,787.37,630.0,1,0,188,243,0,6,0,0,NORMAL,0
INV-SYN-11035,TXN-SYN-11035,SUPP-TITAN-03,BUYER-APEX-06,DB Schenker,1,390179.07,393059.01,0.0074,1.4038,956.26,778.88,1,0,189,243,0,5,0,1,NORMAL,0
INV-SYN-11036,TXN-SYN-11036,SUPP-PACIFIC-08,BUYER-VORTEX-02,Maersk Ocean Freight,1,52016.89,51027.8,-0.019,0.6804,678.17,544.45,0,0,189,244,0,21,0,0,NORMAL,0
INV-SYN-11037,TXN-SYN-11037,SUPP-TITAN-03,BUYER-OMEGA-01,FedEx International,1,177493.76,174241.94,-0.0183,0.6223,511.22,386.82,1,0,190,265,0,16,0,0,NORMAL,0
INV-SYN-11038,TXN-SYN-11038,SUPP-PACIFIC-08,BUYER-VORTEX-02,Kuehne+Nagel Logistics,1,79208.47,79170.78,-0.0005,1.0556,420.69,346.46,0,0,190,245,0,7,0,0,NORMAL,0
INV-SYN-11039,TXN-SYN-11039,SUPP-IND-05,BUYER-GLOBAL-05,DHL Global Express,1,201883.93,198399.57,-0.0173,1.24,849.33,783.68,1,0,170,211,0,18,1,0,NORMAL,0
INV-SYN-11040,TXN-SYN-11040,SUPP-NEXUS-02,BUYER-GLOBAL-05,DB Schenker,1,120783.46,119192.45,-0.0132,1.4023,653.74,526.37,0,0,137,212,0,10,1,0,NORMAL,0
INV-SYN-11041,TXN-SYN-11041,SUPP-GLOBAL-01,BUYER-OMEGA-01,DHL Global Express,1,106233.47,106129.06,-0.001,0.8844,571.78,505.14,0,0,151,266,0,8,0,0,NORMAL,0
INV-SYN-11042,TXN-SYN-11042,SUPP-PREC-04,BUYER-VORTEX-02,Maersk Ocean Freight,1,120618.67,120338.99,-0.0023,1.2667,710.93,581.6,0,0,164,246,0,21,0,0,NORMAL,0
INV-SYN-11043,TXN-SYN-11043,SUPP-IND-05,BUYER-APEX-06,FedEx International,1,158459.66,155820.63,-0.0167,0.9739,767.66,593.36,1,0,171,244,0,8,0,0,NORMAL,0
INV-SYN-11044,TXN-SYN-11044,SUPP-PACIFIC-08,BUYER-APEX-06,Maersk Ocean Freight,1,71763.24,70869.96,-0.0124,0.9449,635.08,535.56,0,0,191,245,0,14,0,0,NORMAL,0
INV-SYN-11045,TXN-SYN-11045,SUPP-NEXUS-02,BUYER-GLOBAL-05,Maersk Ocean Freight,1,103777.77,103303.09,-0.0046,1.2153,582.94,398.52,0,0,138,213,0,13,1,0,NORMAL,0
INV-SYN-11046,TXN-SYN-11046,SUPP-IND-05,BUYER-VORTEX-02,Kuehne+Nagel Logistics,1,186092.92,186155.31,0.0003,1.1635,421.36,306.88,1,0,172,247,0,2,0,1,NORMAL,0
INV-SYN-11047,TXN-SYN-11047,SUPP-TITAN-03,BUYER-QUICK-04,FedEx International,1,313357.0,360360.55,0.15,1.287,144.58,114.28,1,5,191,44,0,18,0,0,SERIAL_COUNTERPARTY_SPIKE,1
INV-SYN-11048,TXN-SYN-11048,SUPP-TITAN-03,BUYER-OMEGA-01,DB Schenker,1,383357.82,380787.77,-0.0067,1.36,869.04,733.53,1,0,192,267,0,4,1,1,NORMAL,0
INV-SYN-11049,TXN-SYN-11049,SUPP-NEXUS-02,BUYER-OMEGA-01,Maersk Ocean Freight,1,114326.94,112771.69,-0.0136,1.3267,814.13,699.85,0,0,139,268,0,4,0,1,NORMAL,0
INV-SYN-11050,TXN-SYN-11050,SUPP-PREC-04,BUYER-OMEGA-01,FedEx International,1,80142.89,80770.13,0.0078,0.8502,503.06,434.26,0,0,165,269,0,1,0,1,NORMAL,0
INV-SYN-11051,TXN-SYN-11051,SUPP-NEXUS-02,BUYER-APEX-06,FedEx International,1,93410.83,93931.2,0.0056,1.1051,566.59,435.41,0,0,140,246,0,6,0,0,NORMAL,0
INV-SYN-11052,TXN-SYN-11052,SUPP-IND-05,BUYER-APEX-06,Maersk Ocean Freight,1,179761.21,180419.58,0.0037,1.1276,534.88,377.23,1,0,173,247,0,12,1,0,NORMAL,0
INV-SYN-11053,TXN-SYN-11053,SUPP-SUSP-06,BUYER-QUICK-04,Unregistered Logistics,1,750000.0,750000.0,0.0,1.9231,61.43,38.34,6,5,20,45,1,2,0,1,OFF_HOURS_ROUND_SUM,1
INV-SYN-11054,TXN-SYN-11054,SUPP-PHANTOM-07,BUYER-QUICK-04,None,0,691767.75,691767.75,0.0,1.5373,3.95,-1.0,8,5,23,46,0,10,0,0,RAPID_GHOST_SETTLEMENT,1
INV-SYN-11055,TXN-SYN-11055,SUPP-GLOBAL-01,BUYER-VORTEX-02,Maersk Ocean Freight,1,99851.3,100001.1,0.0015,0.8333,336.2,254.21,0,0,152,248,0,23,0,1,NORMAL,0
INV-SYN-11056,TXN-SYN-11056,SUPP-PREC-04,BUYER-APEX-06,FedEx International,1,94393.09,94090.95,-0.0032,0.9904,677.65,610.53,0,0,166,248,0,10,0,0,NORMAL,0
INV-SYN-11057,TXN-SYN-11057,SUPP-PREC-04,BUYER-GLOBAL-05,Kuehne+Nagel Logistics,1,122852.31,121291.37,-0.0127,1.2768,891.67,804.9,0,0,167,214,0,4,1,1,NORMAL,0
INV-SYN-11058,TXN-SYN-11058,SUPP-IND-05,BUYER-APEX-06,Kuehne+Nagel Logistics,1,181744.01,183270.89,0.0084,1.1454,810.55,652.68,1,0,174,249,0,5,0,1,NORMAL,0
INV-SYN-11059,TXN-SYN-11059,SUPP-PACIFIC-08,BUYER-APEX-06,DHL Global Express,1,68050.98,68704.81,0.0096,0.9161,428.3,300.86,0,0,192,250,0,2,0,1,NORMAL,0
INV-SYN-11060,TXN-SYN-11060,SUPP-PACIFIC-08,BUYER-GLOBAL-05,DHL Global Express,1,89469.35,88671.59,-0.0089,1.1823,703.19,523.1,0,0,193,215,0,16,1,0,NORMAL,0
INV-SYN-11061,TXN-SYN-11061,SUPP-PACIFIC-08,BUYER-OMEGA-01,FedEx International,1,21589.83,21660.15,0.0033,0.2888,864.92,764.37,0,0,194,270,0,15,0,0,NORMAL,0
INV-SYN-11062,TXN-SYN-11062,SUPP-IND-05,BUYER-GLOBAL-05,Maersk Ocean Freight,1,205950.63,205302.93,-0.0031,1.2831,688.01,583.64,1,0,175,216,0,0,1,1,NORMAL,0
INV-SYN-11063,TXN-SYN-11063,SUPP-PACIFIC-08,BUYER-GLOBAL-05,FedEx International,1,42380.37,42571.9,0.0045,0.5676,846.83,703.26,0,0,195,217,0,5,0,1,NORMAL,0
INV-SYN-11064,TXN-SYN-11064,SUPP-GLOBAL-01,BUYER-GLOBAL-05,FedEx International,1,109126.77,108126.83,-0.0092,0.9011,507.03,350.48,0,0,153,218,0,8,0,0,NORMAL,0
INV-SYN-11065,TXN-SYN-11065,SUPP-PREC-04,BUYER-VORTEX-02,Maersk Ocean Freight,1,68407.84,67723.1,-0.01,0.7129,534.93,393.21,0,0,168,249,0,10,0,0,NORMAL,0
INV-SYN-11066,TXN-SYN-11066,SUPP-PACIFIC-08,BUYER-OMEGA-01,Kuehne+Nagel Logistics,1,50724.72,50687.55,-0.0007,0.6758,821.52,718.86,0,0,196,271,0,7,0,0,NORMAL,0
INV-SYN-11067,TXN-SYN-11067,SUPP-IND-05,BUYER-OMEGA-01,Kuehne+Nagel Logistics,1,206433.07,205476.84,-0.0046,1.2842,875.92,837.39,1,0,176,272,0,20,1,0,NORMAL,0
INV-SYN-11068,TXN-SYN-11068,SUPP-IND-05,BUYER-GLOBAL-05,DHL Global Express,1,141291.95,140551.62,-0.0052,0.8784,806.33,680.66,1,0,177,219,0,14,0,0,NORMAL,0
INV-SYN-11069,TXN-SYN-11069,SUPP-IND-05,BUYER-OMEGA-01,DB Schenker,1,173860.16,174454.35,0.0034,1.0903,866.73,747.78,1,0,178,273,0,12,0,0,NORMAL,0
INV-SYN-11070,TXN-SYN-11070,SUPP-PHANTOM-07,BUYER-STEEL-03,Kuehne+Nagel Logistics,1,921653.62,1059901.66,0.15,2.3553,219.93,152.61,8,1,24,34,0,12,0,0,SERIAL_COUNTERPARTY_SPIKE,1
INV-SYN-11071,TXN-SYN-11071,SUPP-PACIFIC-08,BUYER-VORTEX-02,Maersk Ocean Freight,1,83944.52,82449.53,-0.0178,1.0993,649.49,512.43,0,0,197,250,0,15,0,0,NORMAL,0
INV-SYN-11072,TXN-SYN-11072,SUPP-PACIFIC-08,BUYER-APEX-06,DB Schenker,1,76440.41,75832.25,-0.008,1.0111,818.77,736.93,0,0,198,251,0,17,1,0,NORMAL,0
INV-SYN-11073,TXN-SYN-11073,SUPP-GLOBAL-01,BUYER-OMEGA-01,FedEx International,1,81510.23,80924.54,-0.0072,0.6744,667.01,590.63,0,0,154,274,0,17,0,0,NORMAL,0
INV-SYN-11074,TXN-SYN-11074,SUPP-TITAN-03,BUYER-APEX-06,Maersk Ocean Freight,1,349738.68,344845.82,-0.014,1.2316,940.1,775.95,1,0,193,252,0,10,0,0,NORMAL,0
INV-SYN-11075,TXN-SYN-11075,SUPP-PACIFIC-08,BUYER-VORTEX-02,DHL Global Express,1,65742.06,64719.67,-0.0156,0.8629,339.86,255.73,0,0,199,251,0,11,1,0,NORMAL,0
INV-SYN-11076,TXN-SYN-11076,SUPP-IND-05,BUYER-OMEGA-01,Maersk Ocean Freight,1,97736.72,97365.54,-0.0038,0.6085,947.26,762.33,1,0,179,275,0,17,0,0,NORMAL,0
INV-SYN-11077,TXN-SYN-11077,SUPP-PREC-04,BUYER-STEEL-03,None,0,250000.0,250000.0,0.0,2.6316,87.11,62.31,0,1,169,35,1,1,0,1,OFF_HOURS_ROUND_SUM,1
INV-SYN-11078,TXN-SYN-11078,SUPP-PREC-04,BUYER-OMEGA-01,FedEx International,1,130643.05,129500.37,-0.0087,1.3632,573.51,468.25,0,0,170,276,0,16,0,0,NORMAL,0
INV-SYN-11079,TXN-SYN-11079,SUPP-PREC-04,BUYER-APEX-06,DHL Global Express,1,115192.77,113599.54,-0.0138,1.1958,391.07,295.71,0,0,171,253,0,4,0,1,NORMAL,0
INV-SYN-11080,TXN-SYN-11080,SUPP-NEXUS-02,BUYER-OMEGA-01,DB Schenker,1,77591.14,76527.3,-0.0137,0.9003,637.78,455.03,0,0,141,277,0,20,0,0,NORMAL,0
INV-SYN-11081,TXN-SYN-11081,SUPP-TITAN-03,BUYER-APEX-06,Maersk Ocean Freight,1,255551.96,257993.65,0.0096,0.9214,687.55,526.79,1,0,194,254,0,2,0,1,NORMAL,0
INV-SYN-11082,TXN-SYN-11082,SUPP-IND-05,BUYER-OMEGA-01,Kuehne+Nagel Logistics,1,147134.6,144263.17,-0.0195,0.9016,575.47,480.19,1,0,180,278,0,13,0,0,NORMAL,0
INV-SYN-11083,TXN-SYN-11083,SUPP-GLOBAL-01,BUYER-GLOBAL-05,Maersk Ocean Freight,1,182302.44,180351.7,-0.0107,1.5029,423.8,377.62,0,0,155,220,0,14,0,0,NORMAL,0
INV-SYN-11084,TXN-SYN-11084,SUPP-PHANTOM-07,BUYER-OMEGA-01,None,0,750000.0,750000.0,0.0,1.6667,25.07,8.0,8,0,25,279,1,2,1,1,OFF_HOURS_ROUND_SUM,1
INV-SYN-11085,TXN-SYN-11085,SUPP-GLOBAL-01,BUYER-VORTEX-02,DHL Global Express,1,132901.25,130802.29,-0.0158,1.09,386.0,276.71,0,0,156,252,0,11,0,0,NORMAL,0
INV-SYN-11086,TXN-SYN-11086,SUPP-NEXUS-02,BUYER-GLOBAL-05,FedEx International,1,106893.52,106086.08,-0.0076,1.2481,405.35,344.78,0,0,142,221,0,22,0,0,NORMAL,0
INV-SYN-11087,TXN-SYN-11087,SUPP-IND-05,BUYER-APEX-06,FedEx International,1,169551.57,382260.85,1.2545,2.3891,281.06,230.18,1,0,181,255,0,2,0,1,AMOUNT_INFLATION,1
INV-SYN-11088,TXN-SYN-11088,SUPP-PACIFIC-08,BUYER-GLOBAL-05,DHL Global Express,1,70142.96,69298.12,-0.012,0.924,525.04,438.95,0,0,200,222,0,1,0,1,NORMAL,0
INV-SYN-11089,TXN-SYN-11089,SUPP-GLOBAL-01,BUYER-VORTEX-02,DB Schenker,1,114109.5,224840.92,0.9704,1.8737,302.31,181.11,0,0,157,253,0,6,0,0,AMOUNT_INFLATION,1
INV-SYN-11090,TXN-SYN-11090,SUPP-GLOBAL-01,BUYER-OMEGA-01,DHL Global Express,1,117851.96,116282.29,-0.0133,0.969,408.95,307.45,0,0,158,280,0,15,0,0,NORMAL,0
INV-SYN-11091,TXN-SYN-11091,SUPP-PREC-04,BUYER-APEX-06,FedEx International,1,94115.97,94650.95,0.0057,0.9963,873.88,754.15,0,0,172,256,0,18,0,0,NORMAL,0
INV-SYN-11092,TXN-SYN-11092,SUPP-PACIFIC-08,BUYER-OMEGA-01,FedEx International,1,88643.05,88118.69,-0.0059,1.1749,610.58,433.73,0,0,201,281,0,22,1,0,NORMAL,0
INV-SYN-11093,TXN-SYN-11093,SUPP-IND-05,BUYER-GLOBAL-05,Kuehne+Nagel Logistics,1,162077.84,162086.42,0.0001,1.013,740.27,689.23,1,0,182,223,0,21,0,0,NORMAL,0
INV-SYN-11094,TXN-SYN-11094,SUPP-IND-05,BUYER-VORTEX-02,FedEx International,1,189305.6,188442.75,-0.0046,1.1778,536.98,375.33,1,0,183,254,0,15,0,0,NORMAL,0
INV-SYN-11095,TXN-SYN-11095,SUPP-GLOBAL-01,BUYER-OMEGA-01,FedEx International,1,117578.5,116222.7,-0.0115,0.9685,507.68,375.73,0,0,159,282,0,19,0,0,NORMAL,0
INV-SYN-11096,TXN-SYN-11096,SUPP-NEXUS-02,BUYER-GLOBAL-05,DB Schenker,1,86671.0,87469.99,0.0092,1.0291,690.41,550.14,0,0,143,224,0,13,1,0,NORMAL,0
INV-SYN-11097,TXN-SYN-11097,SUPP-TITAN-03,BUYER-VORTEX-02,DHL Global Express,1,140125.95,138898.88,-0.0088,0.4961,747.42,688.76,1,0,195,255,0,13,0,0,NORMAL,0
INV-SYN-11098,TXN-SYN-11098,SUPP-PREC-04,BUYER-OMEGA-01,DHL Global Express,1,116762.78,117858.71,0.0094,1.2406,779.46,741.23,0,0,173,283,0,16,0,0,NORMAL,0
INV-SYN-11099,TXN-SYN-11099,SUPP-NEXUS-02,BUYER-VORTEX-02,Maersk Ocean Freight,1,92362.88,90548.08,-0.0196,1.0653,463.65,352.65,0,0,144,256,0,21,0,0,NORMAL,0
INV-SYN-11100,TXN-SYN-11100,SUPP-IND-05,BUYER-APEX-06,DB Schenker,1,199920.4,197210.5,-0.0136,1.2326,636.84,503.92,1,0,184,257,0,0,0,1,NORMAL,0
INV-SYN-11101,TXN-SYN-11101,SUPP-PACIFIC-08,BUYER-GLOBAL-05,FedEx International,1,20695.21,20600.73,-0.0046,0.2747,481.8,393.17,0,0,202,225,0,8,1,0,NORMAL,0
INV-SYN-11102,TXN-SYN-11102,SUPP-PREC-04,BUYER-APEX-06,DB Schenker,1,144598.9,144604.74,0.0,1.5222,487.13,397.72,0,0,174,258,0,18,0,0,NORMAL,0
INV-SYN-11103,TXN-SYN-11103,SUPP-TITAN-03,BUYER-APEX-06,FedEx International,1,270228.73,272645.28,0.0089,0.9737,880.74,825.05,1,0,196,259,0,20,0,0,NORMAL,0
INV-SYN-11104,TXN-SYN-11104,SUPP-GLOBAL-01,BUYER-OMEGA-01,Maersk Ocean Freight,1,153245.48,151540.07,-0.0111,1.2628,683.77,511.54,0,0,160,284,0,1,1,1,NORMAL,0
INV-SYN-11105,TXN-SYN-11105,SUPP-IND-05,BUYER-OMEGA-01,DB Schenker,1,118403.76,119487.2,0.0092,0.7468,421.41,356.93,1,0,185,285,0,16,0,0,NORMAL,0
INV-SYN-11106,TXN-SYN-11106,SUPP-PACIFIC-08,BUYER-VORTEX-02,DB Schenker,1,86489.51,85275.22,-0.014,1.137,752.72,600.56,0,0,203,257,0,16,0,0,NORMAL,0
INV-SYN-11107,TXN-SYN-11107,SUPP-NEXUS-02,BUYER-OMEGA-01,DB Schenker,1,62614.92,62043.85,-0.0091,0.7299,412.0,340.05,0,0,145,286,0,15,0,0,NORMAL,0
INV-SYN-11108,TXN-SYN-11108,SUPP-NEXUS-02,BUYER-OMEGA-01,FedEx International,1,71744.91,71676.55,-0.001,0.8433,915.94,745.94,0,0,146,287,0,21,0,0,NORMAL,0
INV-SYN-11109,TXN-SYN-11109,SUPP-PACIFIC-08,BUYER-VORTEX-02,FedEx International,1,110888.09,111847.71,0.0087,1.4913,509.2,407.05,0,0,204,258,0,14,0,0,NORMAL,0
INV-SYN-11110,TXN-SYN-11110,SUPP-PREC-04,BUYER-GLOBAL-05,Kuehne+Nagel Logistics,1,90471.29,90077.96,-0.0043,0.9482,622.52,520.8,0,0,175,226,0,17,0,0,NORMAL,0
INV-SYN-11111,TXN-SYN-11111,SUPP-NEXUS-02,BUYER-GLOBAL-05,Maersk Ocean Freight,1,89620.45,88503.77,-0.0125,1.0412,487.95,365.25,0,0,147,227,0,20,0,0,NORMAL,0
INV-SYN-11112,TXN-SYN-11112,SUPP-PACIFIC-08,BUYER-OMEGA-01,FedEx International,1,91313.77,90611.68,-0.0077,1.2082,757.19,698.76,0,0,205,288,0,20,0,0,NORMAL,0
INV-SYN-11113,TXN-SYN-11113,SUPP-NEXUS-02,BUYER-APEX-06,FedEx International,1,95533.24,95474.25,-0.0006,1.1232,486.14,389.14,0,0,148,260,0,4,1,1,NORMAL,0
INV-SYN-11114,TXN-SYN-11114,SUPP-TITAN-03,BUYER-OMEGA-01,Kuehne+Nagel Logistics,1,290529.32,292990.54,0.0085,1.0464,371.99,314.08,1,0,197,289,0,0,0,1,NORMAL,0
INV-SYN-11115,TXN-SYN-11115,SUPP-PACIFIC-08,BUYER-VORTEX-02,Maersk Ocean Freight,1,81843.02,80555.81,-0.0157,1.0741,325.43,246.46,0,0,206,259,0,1,0,1,NORMAL,0
INV-SYN-11116,TXN-SYN-11116,SUPP-GLOBAL-01,BUYER-GLOBAL-05,FedEx International,1,192102.47,192707.54,0.0031,1.6059,765.61,636.25,0,0,161,228,0,7,0,0,NORMAL,0
INV-SYN-11117,TXN-SYN-11117,SUPP-TITAN-03,BUYER-OMEGA-01,Maersk Ocean Freight,1,275966.68,275497.83,-0.0017,0.9839,825.11,765.14,1,0,198,290,0,23,1,1,NORMAL,0
INV-SYN-11118,TXN-SYN-11118,SUPP-GLOBAL-01,BUYER-APEX-06,Kuehne+Nagel Logistics,1,126032.97,124478.17,-0.0123,1.0373,724.78,590.99,0,0,162,261,0,0,0,1,NORMAL,0
INV-SYN-11119,TXN-SYN-11119,SUPP-PACIFIC-08,BUYER-VORTEX-02,DB Schenker,1,94699.77,236488.63,1.4972,3.1532,537.35,431.43,0,0,207,260,0,1,1,1,AMOUNT_INFLATION,1
INV-SYN-11120,TXN-SYN-11120,SUPP-NEXUS-02,BUYER-APEX-06,DHL Global Express,1,108492.43,109457.72,0.0089,1.2877,860.88,759.1,0,0,149,262,0,0,0,1,NORMAL,0
INV-SYN-11121,TXN-SYN-11121,SUPP-TITAN-03,BUYER-GLOBAL-05,Maersk Ocean Freight,1,363092.12,362804.54,-0.0008,1.2957,917.15,829.85,1,0,199,229,0,2,0,1,NORMAL,0
INV-SYN-11122,TXN-SYN-11122,SUPP-GLOBAL-01,BUYER-OMEGA-01,Kuehne+Nagel Logistics,1,139161.91,139743.57,0.0042,1.1645,446.7,372.83,0,0,163,291,0,13,1,0,NORMAL,0
INV-SYN-11123,TXN-SYN-11123,SUPP-PREC-04,BUYER-GLOBAL-05,DB Schenker,1,67853.63,68086.21,0.0034,0.7167,750.51,603.98,0,0,176,230,0,17,1,0,NORMAL,0
INV-SYN-11124,TXN-SYN-11124,SUPP-IND-05,BUYER-APEX-06,DHL Global Express,1,225337.26,226714.48,0.0061,1.417,741.14,601.0,1,0,186,263,0,19,0,0,NORMAL,0
INV-SYN-11125,TXN-SYN-11125,SUPP-IND-05,BUYER-OMEGA-01,Maersk Ocean Freight,1,114146.18,112265.53,-0.0165,0.7017,743.26,588.07,1,0,187,292,0,3,0,1,NORMAL,0
INV-SYN-11126,TXN-SYN-11126,SUPP-PACIFIC-08,BUYER-APEX-06,Kuehne+Nagel Logistics,1,80674.41,80799.35,0.0015,1.0773,793.56,751.34,0,0,208,264,0,15,1,0,NORMAL,0
INV-SYN-11127,TXN-SYN-11127,SUPP-IND-05,BUYER-OMEGA-01,Kuehne+Nagel Logistics,1,129828.97,130399.54,0.0044,0.815,775.43,641.44,1,0,188,293,0,8,0,0,NORMAL,0
